Year,State,State_ANSI,AG_District,Ag_District_Code,County,County_ANSI,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,annual_GDD,noppt_01,noppt_02,noppt_03,noppt_04,noppt_05,noppt_06,noppt_07,noppt_08,noppt_09,noppt_10,noppt_11,noppt_12,annual_noppt,total_ppt_01,total_ppt_02,total_ppt_03,total_ppt_04,total_ppt_05,total_ppt_06,total_ppt_07,total_ppt_08,total_ppt_09,total_ppt_10,total_ppt_11,total_ppt_12,annual_ppt,avg_tmin_01,avg_tmin_02,avg_tmin_03,avg_tmin_04,avg_tmin_05,avg_tmin_06,avg_tmin_07,avg_tmin_08,avg_tmin_09,avg_tmin_10,avg_tmin_11,avg_tmin_12,avg_tmean_01,avg_tmean_02,avg_tmean_03,avg_tmean_04,avg_tmean_05,avg_tmean_06,avg_tmean_07,avg_tmean_08,avg_tmean_09,avg_tmean_10,avg_tmean_11,avg_tmean_12,avg_tmax_01,avg_tmax_02,avg_tmax_03,avg_tmax_04,avg_tmax_05,avg_tmax_06,avg_tmax_07,avg_tmax_08,avg_tmax_09,avg_tmax_10,avg_tmax_11,avg_tmax_12,avg_tdmean_01,avg_tdmean_02,avg_tdmean_03,avg_tdmean_04,avg_tdmean_05,avg_tdmean_06,avg_tdmean_07,avg_tdmean_08,avg_tdmean_09,avg_tdmean_10,avg_tdmean_11,avg_tdmean_12,avg_vpdmin_01,avg_vpdmin_02,avg_vpdmin_03,avg_vpdmin_04,avg_vpdmin_05,avg_vpdmin_06,avg_vpdmin_07,avg_vpdmin_08,avg_vpdmin_09,avg_vpdmin_10,avg_vpdmin_11,avg_vpdmin_12,avg_vpdmax_01,avg_vpdmax_02,avg_vpdmax_03,avg_vpdmax_04,avg_vpdmax_05,avg_vpdmax_06,avg_vpdmax_07,avg_vpdmax_08,avg_vpdmax_09,avg_vpdmax_10,avg_vpdmax_11,avg_vpdmax_12,Yield
1985,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,0,31.4,246.6,567.7,834.5,1013.6,1263.8,1158.8,898.2,467,110.4,3.7,6595.7,28,23,23,21,26,23,25,21,21,24,27,28,290,17.27,67.31,26.67,102.62,19.05,156.21,17.02,62.23,163.32,117.09,31.75,10.41,790.95,-7.31,-6.03,2.45,8.53,13.03,17,20.38,19.14,15.43,7.02,-1.62,-7.32,-1.88,-0.12,9.11,15.49,19.96,23.77,27.65,25.77,21.57,13.37,3.99,-1.29,3.54,5.8,15.78,22.46,26.88,30.53,34.92,32.41,27.72,19.71,9.61,4.72,-8.58,-5.88,2.06,7.63,12.48,13.91,15.6,16.98,12.96,8.19,-0.74,-6.98,0.94,0.8,1.23,1.94,1.97,4.08,6.44,3.92,3.93,0.97,0.7,0.62,4.82,5.85,12.24,17.26,21.64,29.7,40.18,30.86,25.28,12.46,6.68,5.34,10.62
1984,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,41.5,94.9,73.2,313.5,713.9,1089.9,1250.1,1262,885.1,488.1,173.7,70.1,6456,29,25,21,22,21,15,27,23,23,21,26,22,275,5.33,25.91,105.92,76.45,40.64,102.36,20.83,28.7,24.64,80.26,57.4,92.71,661.15,-7.17,-1.97,-1.04,5.01,11.72,18.51,19.88,19.59,14.11,7.63,1.4,-2.08,-0.95,5.75,4.92,10.73,17.79,25.18,27.41,27.62,21.39,13.75,7.66,2.93,5.27,13.46,10.88,16.46,23.87,31.84,34.9,35.64,28.68,19.86,13.91,7.95,-7.08,-3.32,-1.06,2.78,10.57,16.19,14.13,15.71,10.18,8.17,-0.23,-2.39,0.77,1.33,0.94,2.13,2.32,3.86,6.94,5.19,4.43,1.14,1.62,1.13,5.95,11.17,7.41,11.78,16.57,29.01,41.34,41.62,31.38,13.09,10.21,5.63,9.14
1983,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,12.1,53.1,151.8,255.2,630,906,1275.2,1374.1,958.9,512.6,226.3,0,6355.3,27,20,18,20,21,18,31,26,22,22,24,24,273,12.95,46.99,95,71.37,118.62,135.64,0,28.45,83.31,80.01,38.35,13.72,724.41,-4.62,-2.78,0.81,3.33,9.45,15.42,20.21,21.64,15.04,8.72,1.87,-11.02,0.79,2.34,6.23,9.24,16.29,21.78,27.86,29.63,22.76,14.19,7.97,-6.41,6.18,7.46,11.66,15.15,23.13,28.14,35.51,37.61,30.47,19.66,14.07,-1.79,-3.79,-1.05,0.86,2.71,9.33,15.08,16.02,16.81,12.47,8.73,3.07,-11.81,0.49,0.42,0.84,1.15,1.54,1.72,5.63,6.7,3.93,1.47,0.69,0.64,5,4.64,7.69,10.59,17.04,21.32,41.48,47.56,30.51,12.12,8.21,2.99,7.16
1982,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,7.4,54.7,204,381,744.7,870.3,1236.7,1260,937.9,526.1,160.7,48.3,6431.8,27,22,21,26,13,16,23,25,18,28,27,22,268,11.94,25.91,45.72,39.37,210.31,115.82,96.52,20.07,21.59,12.45,25.4,31.75,656.85,-9.22,-8,-0.05,4.52,12.46,15.06,20.49,20.18,14.79,5.97,-1.13,-3.41,-2.1,-1.72,7.31,11.98,18.34,21.12,27.16,27.58,22.37,14.43,6.12,2.66,5.02,4.56,14.66,19.46,24.23,27.17,33.83,34.98,29.95,22.88,13.36,8.71,-9.72,-7.53,-0.09,2.36,12.71,14.41,17.57,17.71,12.18,4.9,-0.92,-3.22,0.7,0.58,1.02,1.74,1.5,2,4.88,4.1,3.85,2.08,0.93,0.8,5.98,5.64,11.35,15.62,15.36,20.33,33.99,37.86,29.79,19.52,10.13,6.81,9.14
1981,KANSAS,20,SOUTH CENTRAL,60,BARBER,7,28.6,158.8,203.5,657,696.3,1124.6,1280.7,1132.5,922.6,501.3,207.7,32.8,6946.4,28,26,22,25,19,22,19,22,20,22,23,28,276,1.78,1.27,57.15,15.49,162.05,53.09,91.95,36.07,98.3,76.45,109.98,3.3,706.88,-5.74,-4.76,1.09,9.27,10.9,18.93,21.17,18.32,14.49,7.88,1.93,-3.91,2,3.74,8.23,17.17,17.48,25.83,27.95,25.29,22.08,13.92,8.4,1.99,9.74,12.23,15.36,25.07,24.07,32.72,34.75,32.27,29.67,19.96,14.86,7.91,-6.25,-5.12,0.5,7.66,10.21,16.39,18.15,16.64,12.95,7.64,2.53,-3.97,0.9,1.11,1.1,2.16,1.91,3.71,4.54,2.96,2.73,1.42,0.88,0.72,8.63,12.1,11.48,22.41,17.73,32.65,37.36,30.93,27.39,13.17,9.59,6.21,8.15
2017,KANSAS,20,CENTRAL,50,BARTON,9,27.8,151.8,298,456.2,681.6,1066.6,1246.6,1012.8,917.4,562.8,176.4,53.2,6651.2,26,24,27,17,18,18,20,21,25,27,26,31,280,54.61,2.03,48.01,152.15,118.36,45.97,25.4,50.29,55.88,72.9,2.54,0,628.14,-4.86,-2.11,2.4,7.47,10.51,17.75,20.45,16.53,14.95,7.48,0.92,-6.07,0.61,6.08,9.53,13.42,17.22,24.75,27.34,23.15,21.99,14.89,7.49,1.15,6.07,14.25,16.65,19.37,23.92,31.76,34.24,29.77,29.03,22.3,14.06,8.36,-5.78,-3.12,-0.72,6.91,9.97,15.89,17.22,16.07,12.87,5.76,-0.14,-7.43,0.7,0.97,1.64,1.21,1.42,2.73,3.95,1.4,2.59,1.72,1.03,0.92,5.69,13.15,14.32,13.58,18.25,29.87,37.07,24.62,26.63,17.09,10.52,8.09,6.42
2015,KANSAS,20,CENTRAL,50,BARTON,9,72.6,50.5,265.1,470.7,661.7,1093.3,1217.2,1086.6,1046,607.3,268.3,62,6901.3,28,22,28,21,15,22,19,23,24,23,21,28,274,6.86,20.07,2.79,71.12,209.3,60.45,121.92,19.3,26.92,30.23,53.09,44.45,666.5,-5.97,-6.63,-0.06,6.91,11.64,18.65,20.31,17.73,17.64,8.94,2.54,-2.35,0.73,0.21,8.34,13.72,16.86,25.24,26.81,24.47,24.37,15.88,8.79,3.13,7.42,7.06,16.72,20.54,22.08,31.84,33.31,31.23,31.11,22.83,15.05,8.6,-7.46,-7.47,-2.26,4.81,10.88,16.63,18.24,16.34,14.61,5.54,1.25,-3.07,0.94,0.71,1.43,1.65,1.64,3.32,3.58,2.79,4.1,2.84,1.41,1,8.37,7.37,15.94,16.3,13.75,29.84,32.2,27.75,30.71,19.5,11.64,6.77,7.78
2014,KANSAS,20,CENTRAL,50,BARTON,9,17.1,28.7,133.9,435.3,774.6,1015.9,1090.3,1176.7,859.7,594.7,141,41,6308.9,28,20,26,24,23,16,23,25,22,22,28,23,280,5.08,34.29,5.59,16.51,42.42,295.91,67.31,75.44,101.35,61.72,1.52,37.59,744.73,-8.14,-8.12,-3.3,5.76,11.34,18.06,18.27,19.21,14.29,8.28,-2.16,-2.57,-0.92,-2.49,4.34,12.9,18.88,23.81,24.54,26.09,20.92,15.66,4.42,1.64,6.3,3.13,11.99,20.05,26.42,29.56,30.81,32.97,27.55,23.04,11,5.86,-9.48,-8.9,-5.48,1.58,8.21,16.85,16.42,16.52,13.19,7.12,-5.44,-3.6,0.95,0.71,1.45,2.33,2.37,2.39,3.07,4.12,2.32,1.68,1.47,0.83,6.99,5.75,11.62,18.31,26.08,23.03,27.45,32.72,23.27,18.69,10.07,4.36,6.67
2013,KANSAS,20,CENTRAL,50,BARTON,9,31.3,24.8,120.3,286.9,724.9,1066,1133.2,1112.8,977.5,485,139.1,31.2,6133,26,23,24,23,21,23,18,20,24,25,26,29,282,30.99,51.56,24.64,34.04,85.6,121.92,170.43,151.38,85.6,65.53,21.08,23.11,865.88,-6.07,-5.57,-1.91,3.33,11.24,17.51,19.02,19.07,15.94,6.81,-1.5,-8.36,0.31,0.66,4.52,9.53,17.95,24.74,25.31,24.94,23.1,13.64,5.22,-1.66,6.69,6.87,10.94,15.73,24.66,31.98,31.59,30.82,30.25,20.47,11.95,5.03,-5.69,-5.57,-2.22,1.71,10.11,14.65,15.92,18.02,13.27,5.11,-2.59,-8.78,0.58,0.66,0.81,1.29,1.76,3.58,3.73,2.39,3.5,1.81,1.21,0.7,6.3,6.43,8.8,11.9,19.99,33.68,30.61,24.75,29.65,16.35,9.41,6.57,8.15
2012,KANSAS,20,CENTRAL,50,BARTON,9,29.8,41.8,451,569.4,916.3,1121.9,1370.2,1090.3,850.1,453,242.1,57,7192.9,30,23,20,24,28,25,26,22,24,25,29,28,304,1.02,25.91,55.63,34.54,14.99,37.85,32.26,58.17,27.69,27.18,31.5,10.16,356.9,-4.92,-3.57,5.88,9,13.39,18.02,21.62,16.67,12.97,5.22,0.65,-5.1,2.05,2.64,12.93,15.54,21.42,25.78,29.56,24.54,20.74,12.77,8.81,1.44,9.02,8.86,19.97,22.08,29.44,33.52,37.49,32.41,28.51,20.32,16.96,7.98,-6.63,-4.31,4.92,7.98,10.32,13.83,14.89,12.88,9.8,2.43,-1.12,-6.1,0.93,0.8,1.05,1.64,3.52,4.58,7.65,3.82,2.92,1.92,1.58,0.85,8.1,7.54,15.42,17.23,29.99,39.36,50.08,35.73,29.32,18.07,14.36,7.36,4.32
2011,KANSAS,20,CENTRAL,50,BARTON,9,14.5,54.4,160.6,445,711.8,1126.3,1410.8,1274.8,800.7,537.3,168.4,19,6723.6,28,23,21,22,22,25,24,20,24,25,26,26,286,12.19,17.27,29.46,17.78,132.84,33.53,39.62,93.98,16.26,38.86,41.15,59.94,532.88,-9.32,-8.62,-0.26,5.29,10.22,17.83,22.35,20.44,12.17,7.33,0.76,-4.23,-2.47,-1.37,6.32,13.24,17.76,25.86,30.28,27.84,19.83,14.62,6.95,0.5,4.38,5.88,12.91,21.18,25.32,33.89,38.21,35.26,27.48,21.92,13.14,5.23,-8.06,-7.03,-0.26,3.17,8.11,13.92,16.9,17.51,7.46,3.91,-1.43,-3.82,0.38,0.52,0.67,1.63,1.57,4.55,6.09,3.56,4.21,2.78,1.21,0.53,5.54,7.13,10.51,18.95,23.85,39,50.61,39.21,28.68,19.1,10.65,3.83,4.45
2010,KANSAS,20,CENTRAL,50,BARTON,9,5,0,122.4,496.3,659.1,1108.1,1223.8,1214.4,933.5,580.2,121.8,18.5,6483.1,25,25,21,22,19,21,23,22,23,27,26,30,284,9.4,11.68,34.8,78.99,125.48,144.27,130.05,88.65,67.06,16,57.66,1.52,765.56,-8.12,-6.28,0.14,7.03,10.57,18.97,20.56,19.25,14.52,6.69,-0.73,-6.37,-2.83,-1.49,6.16,14.19,16.81,25.52,26.93,26.76,22.29,15.4,6.08,-0.18,2.47,3.29,12.18,21.35,23.06,32.07,33.31,34.28,30.06,24.11,12.87,6.02,-7.64,-5.63,0.68,6.06,10.61,17.78,19.35,17.16,14,4.49,-1.47,-6.38,0.26,0.3,0.64,1.58,1.08,2.38,2.35,3.02,2.03,1.91,1.05,0.52,4,3.61,8.42,16.76,14.94,28.83,30.53,37.57,27.21,22.24,9.84,5.8,8.15
2009,KANSAS,20,CENTRAL,50,BARTON,9,19.9,97.1,198.5,318.6,655,1008.5,1084.6,1038.3,709.9,263.7,220.6,4.4,5619.1,29,27,28,16,25,19,15,23,22,16,25,27,272,2.03,2.03,36.32,101.09,53.59,115.32,84.84,66.29,52.32,72.64,20.83,26.16,633.46,-8.51,-5.32,-1.89,3.11,10.33,17.26,17.43,16.77,12.11,3.74,1.81,-8.98,-0.61,4.01,6.08,10.57,16.74,23.68,24.44,23.61,18.14,9.42,8.57,-3.58,7.29,13.31,14.06,18.04,23.14,30.09,31.44,30.46,24.19,15.07,15.33,1.81,-9.15,-6.27,-2.46,3.52,10.26,16.29,16.67,16.39,12.53,4.57,2.56,-7.86,0.67,0.87,1.16,0.81,1.11,1.87,1.65,1.5,0.69,0.7,0.69,0.35,8.1,12.8,12.52,13.5,17.23,26.03,28.68,26.08,16.04,9.49,10.7,3.75,8.65
2008,KANSAS,20,CENTRAL,50,BARTON,9,12.5,4.5,141,243.7,666,1003.1,1154.3,1064.1,762.9,438.2,160.1,25,5675.4,28,25,24,20,19,20,23,20,21,23,27,30,280,7.37,23.62,12.7,83.31,127.76,64.01,71.63,106.93,89.66,146.81,19.81,5.84,759.45,-8.02,-6.37,-1.84,2.48,9.96,16.65,18.69,18.08,13.04,6.08,-0.16,-8.4,-1.49,-0.18,5.99,9.37,16.93,23.58,25.69,24.07,19.13,12.76,6.85,-1.64,5.04,6.02,13.82,16.27,23.92,30.5,32.67,30.06,25.22,19.43,13.87,5.11,-6.87,-5.86,-2.08,2.85,10.13,15.62,17.22,17.54,12.96,6.49,-0.31,-7.64,0.44,0.47,0.78,0.8,1.26,1.83,2.51,1.39,1.2,0.99,0.96,0.6,5.2,5.62,11.54,11.44,17.15,27.87,31.55,24.1,17.92,13.61,10.65,6.17,10.87
2007,KANSAS,20,CENTRAL,50,BARTON,9,6.8,41.5,348.5,323.1,751.5,926.3,1137.5,1259.1,893,557.5,169.3,17.3,6431.4,27,25,18,23,20,21,23,24,24,24,29,21,279,18.03,42.16,83.57,60.2,377.19,151.38,82.55,155.19,31.75,10.41,3.3,103.38,1119.11,-7.58,-6.63,4.25,3.91,12.85,16.36,19.32,21.29,14.39,7.06,-2.22,-7.76,-2.2,-0.76,10.82,10.02,18.47,22.16,25.38,27.57,21.54,14.99,6.31,-2.59,3.17,5.11,17.38,16.14,24.09,27.93,31.46,33.84,28.7,22.92,14.84,2.58,-6.66,-5.49,4.77,4.83,13.83,16.46,18.51,18.93,13.72,6.73,-3.38,-5.78,0.5,0.45,0.76,0.57,0.59,0.93,1.48,3.39,1.78,1.58,1.16,0.28,3.98,5.48,11.17,11.48,14.16,19.54,26.01,32.69,24.75,19.05,13.29,3.29,8.65
2006,KANSAS,20,CENTRAL,50,BARTON,9,80.8,27.5,207.4,557.3,775.6,1065.5,1274.6,1177.8,693.9,469.8,141.1,30.2,6501.5,30,28,24,23,19,18,25,21,19,25,28,25,285,1.02,0,36.32,58.17,84.33,101.85,40.13,215.14,80.52,28.45,6.6,74.42,726.95,-3.46,-7.98,-0.07,6.51,11.8,17.12,20.03,19.66,10.75,6.07,-1.48,-4.52,5.04,0.51,7.37,15.31,18.9,24.73,27.84,26.11,17.85,13.24,6.48,2.2,13.53,9.01,14.82,24.09,25.98,32.36,35.65,32.55,24.96,20.42,14.43,8.92,-4.1,-9.5,-1.77,4.71,9.59,13.61,15.52,17.61,9.71,5.42,-1.17,-5.11,0.94,0.84,1.4,2,2.53,3.71,5.26,3.28,2.04,1.61,0.88,0.75,11.45,9.61,13.08,23.35,24.06,34.49,42.78,31.45,19.46,16.85,11.16,7.54,8.4
2005,KANSAS,20,CENTRAL,50,BARTON,9,30.2,61.4,134,390,737.6,1027.4,1176,1138.7,948.6,523.3,204.8,19.3,6391.3,26,19,28,19,24,20,22,19,25,25,27,27,281,24.64,48.77,23.62,69.6,31.5,125.73,76.71,123.95,38.86,42.93,45.21,12.95,664.47,-7.29,-2.45,-1.08,5.15,10.69,17.33,18.79,18.77,15.17,6.82,-0.55,-7.06,-2.18,3.72,6.46,12.16,18.22,24.03,26.08,25.41,22.57,14.32,7.67,-1.22,2.94,9.89,14.01,19.19,25.74,30.71,33.36,32.04,29.97,21.82,15.88,4.61,-5.54,-1.14,-1.63,5.11,9.33,15.48,16.54,17.36,13.73,6.62,-1.26,-6.68,0.38,0.46,0.93,1.36,2.35,2.89,3.21,2.61,2.7,1.44,1.09,0.56,3.89,6.96,11.38,13.89,23.37,28.33,34.24,28.81,27.16,17.7,13.63,5.18,8.15
2004,KANSAS,20,CENTRAL,50,BARTON,9,25.5,43.1,259.4,405.4,825.8,936.8,1090.7,996.6,927,525.1,151.8,23,6210.2,28,25,24,20,23,19,20,22,24,24,19,30,278,6.86,16,84.58,38.35,42.16,96.27,121.67,119.13,64.77,43.94,29.21,1.02,663.96,-8.23,-7.43,2.4,5.01,12.16,15.37,18.17,16.08,14.53,8.33,1.53,-6.02,-1.46,-1.04,9.38,12.32,19.8,22.35,24.54,22.86,22.17,14.41,6.61,1.35,5.3,5.34,16.37,19.64,27.43,29.33,30.93,29.64,29.8,20.49,11.69,8.71,-7.53,-5.67,1.77,4.92,11.38,13.43,17.2,15.38,12.16,8.25,1.97,-5.16,0.55,0.53,1.09,1.11,1.92,2.16,2.47,2.11,3.25,1.29,0.72,0.63,6.17,5.55,11.8,15.93,26.71,27.35,27.15,25.52,29.65,13.21,6.79,7.55,8.89
2003,KANSAS,20,CENTRAL,50,BARTON,9,24.2,35.7,191.5,422.9,672.9,911.8,1306.8,1235.6,740.8,519,122,22.3,6205.5,30,18,25,21,20,21,26,22,22,28,28,27,288,0.25,20.57,92.71,73.91,78.23,54.1,2.29,86.11,46.74,23.37,15.75,20.32,514.35,-7.58,-7.39,-0.65,5.44,10.05,15.28,20.07,19.57,11.28,6.07,-0.73,-5.1,-0.24,-0.69,6.01,12.63,17.06,21.88,28.42,27.14,18.72,14.3,5.41,1.18,7.08,6,12.68,19.81,24.07,28.48,36.77,34.73,26.15,22.53,11.55,7.45,-8.11,-5.86,-0.06,5.43,10.8,15.14,15.88,16.5,11.02,6.1,-1.97,-5.32,0.64,0.44,0.67,1.32,0.98,1.52,4.88,3.74,1.29,1.21,0.94,0.76,7.83,6.44,9.31,15.09,17.72,23.2,46.24,39.06,21.54,18.75,8.87,6.29,7.41
2002,KANSAS,20,CENTRAL,50,BARTON,9,43.1,48.1,93.3,461.1,688,1124.8,1248.1,1175.5,885.1,321.7,115.9,25.8,6230.5,30,24,28,23,21,23,27,21,24,20,28,29,298,18.03,11.94,23.62,47.24,51.56,84.84,44.7,83.31,14.48,118.87,2.29,1.78,502.66,-7.24,-5.58,-5.3,5.58,10.19,18.45,19.93,19.43,13.99,4.61,-1.46,-5.06,0.71,1.51,3.03,13.27,17.33,25.83,27.37,26.07,21.39,10.29,5.55,1.86,8.65,8.59,11.35,20.95,24.46,33.21,34.79,32.7,28.8,15.98,12.56,8.77,-9.14,-5.81,-5.69,4.71,9.82,15.97,17.41,17.47,12.06,5.17,-1.64,-5.14,1.09,0.75,0.84,1.25,1.31,3.25,3.04,2.87,2.61,0.82,0.74,0.56,9.34,7.9,10.49,19.35,19.62,34.77,38.55,30.61,26.92,10.71,10.26,7.58,7.41
2001,KANSAS,20,CENTRAL,50,BARTON,9,15.4,2.8,90.3,514.9,760.8,968.4,1338,1203.9,826.5,464.4,339.3,65.2,6589.9,25,21,26,25,20,21,23,25,23,29,28,29,295,41.91,60.96,17.78,27.94,133.6,68.33,83.06,42.42,149.1,11.18,1.78,2.54,640.6,-6.9,-7.33,-1.36,6.87,11.73,16.23,21.59,18.85,13.22,4.99,2.41,-4.87,-0.4,-2.14,4.81,14.48,18.63,22.93,28.98,26.58,20.31,13.32,9.86,3.01,6.1,3.05,10.98,22.09,25.53,29.64,36.37,34.31,27.41,21.66,17.31,10.9,-5.19,-5.11,-0.4,6.09,11.39,15.07,18.34,16.34,13.17,4.16,3.06,-5.83,0.37,0.28,0.41,1.51,1.52,3.02,4.39,3.5,1.24,1.47,0.89,0.79,5.75,2.82,7.56,18.47,20.06,25.28,41.28,37.49,21.9,17.82,12.52,9.3,11.61
2000,KANSAS,20,CENTRAL,50,BARTON,9,8.5,100.1,163.8,339.3,785,985.9,1186.1,1309.2,919.2,593.2,67.9,4.4,6462.6,27,25,19,26,23,22,19,28,27,22,27,25,290,31.5,45.47,136.65,32.77,133.6,62.99,152.15,3.56,9.91,111.51,18.29,11.68,750.08,-6.88,-3.28,1.16,3.48,12.46,15.9,19.49,20.48,13.22,9.13,-3.35,-10.37,-0.43,4.08,7.16,11.12,19.07,23.26,26.26,28.46,22.01,15.4,3.03,-4.14,6.02,11.42,13.16,18.77,25.68,30.62,33.03,36.43,30.81,21.66,9.41,2.07,-6.02,-2.15,2.39,4.23,11.82,13.77,18.38,15.54,8.64,8.5,-3.22,-9.28,0.45,0.64,0.44,0.88,1.85,2.44,2.44,5.43,4.43,1.47,0.56,0.39,5.73,9.03,8.24,13.96,21.13,29.4,30.4,44.97,36.43,15.62,6.96,4.15,9.39
1999,KANSAS,20,CENTRAL,50,BARTON,9,17.2,97.9,123.1,348.9,718,904.9,1234.3,1144.9,757.3,486.2,282.3,46.7,6161.7,22,26,24,21,23,17,25,23,16,29,28,27,281,50.29,1.02,40.13,90.17,78.23,117.6,106.93,99.06,65.02,3.3,3.05,16.26,671.06,-7.07,-1.95,-1.33,5.05,10.7,15.81,20.57,18.53,12.59,4.83,0.46,-4.44,-0.52,5.67,5.28,11.44,17.87,21.76,27.12,25.52,19.02,13.71,9.97,2.5,6.01,13.28,11.88,17.83,25.04,27.71,33.68,32.51,25.46,22.59,19.48,9.45,-6.32,-1.99,-1.4,5.65,10.41,16.22,18.52,17.61,11.74,3.26,-0.17,-3.64,0.43,0.74,0.75,0.77,1.27,0.94,3.54,2.13,1.89,1.71,1.11,0.56,6.13,10.8,9.32,12.25,19.58,19.66,32.64,29.81,20.84,20.47,17.26,7.36,10.87
1998,KANSAS,20,CENTRAL,50,BARTON,9,18.1,35.5,126.2,345.6,858,1023,1204.8,1147.6,1029.5,568.6,201,79.5,6637.4,28,23,19,23,24,24,15,22,25,23,21,29,276,8.89,45.47,76.96,43.43,41.4,57.91,169.42,52.83,15.75,112.01,74.17,1.52,699.76,-4.99,-1.42,-2.75,4.46,12.88,15.76,20.64,18.57,16.07,8.01,2.81,-5.31,0.1,3.98,2.73,11.36,20.38,23.94,26.59,25.57,24.07,15.19,8.4,1.58,5.2,9.37,8.2,18.24,27.88,32.13,32.53,32.57,32.06,22.37,14,8.46,-3.53,-0.09,-1.58,3.72,13.49,12.97,19.58,17.31,14.57,8.33,3.21,-4.39,0.26,0.31,0.4,1.09,1.02,3.8,2.39,2.29,2.41,1.04,0.68,0.53,4.28,5.93,6.85,14.4,22.61,37.5,26.84,30.74,32.75,16.37,8.65,7.41,12.1
1997,KANSAS,20,CENTRAL,50,BARTON,9,40.6,51.7,223,268.5,608.7,944.9,1164.3,1061.5,887.8,541.5,91.5,8,5892,31,23,31,19,24,17,27,20,19,24,30,21,286,0,38.86,0,53.85,81.79,114.81,63.75,150.11,64.26,58.17,0,47.75,673.35,-9.07,-4.56,-0.68,2.12,8.27,15.83,18.75,17.77,14.72,7.24,-1.45,-4.19,-1.92,1.1,7.97,8.53,15.91,22.5,25.87,24.02,21.44,14.33,4.86,0.22,5.24,6.77,16.62,14.94,23.54,29.16,32.99,30.29,28.16,21.43,11.17,4.64,-9.56,-3.51,-1.93,2.17,7.95,15.29,17.34,17.76,14.27,7.69,-1.63,-3.28,0.57,0.54,1.25,0.98,1.49,1.54,2.67,1.63,1.55,1.1,0.75,0.33,6.89,5.85,14.4,10.93,18.89,24.59,32.04,23.68,23.47,16.85,8.36,3.64,8.89
1996,KANSAS,20,CENTRAL,50,BARTON,9,19.4,110.9,88,371.2,778.6,1041.1,1133.8,1054.6,723,483.5,69.7,24.5,5898.3,27,28,27,26,19,20,20,20,20,28,24,30,289,9.91,1.27,62.23,14.22,152.4,110.74,86.11,129.29,116.84,27.18,57.4,0.25,767.84,-10.48,-7.44,-5.21,3.16,12.38,17.28,18.54,18.04,12.22,6.81,-2.02,-7.31,-3.19,1.52,2.56,11.63,18.96,24.28,25.32,23.9,18.39,13.61,3.71,-0.17,4.09,10.47,10.31,20.09,25.52,31.28,32.1,29.76,24.57,20.41,9.45,6.97,-9.38,-9.2,-6.74,-1.01,11.83,16.76,17.53,18.16,12.59,5.86,-1.79,-6.61,0.53,1.26,1.1,2.6,1.93,1.61,2.24,0.86,1.19,1.44,0.71,0.44,5.99,11.79,9.19,19.71,21.02,28.04,30.23,21.37,17.17,15.49,6.25,6.53,9.63
1995,KANSAS,20,CENTRAL,50,BARTON,9,4.7,122.1,225.7,280.9,475.1,897.5,1186,1223.9,785.9,480.6,128,52.1,5862.5,26,25,21,18,12,20,24,26,24,30,27,27,280,22.1,4.57,44.2,58.93,252.98,82.55,49.53,48.77,46.23,6.86,3.3,7.11,627.13,-7.18,-3.62,-0.82,2.83,8.52,15.35,18.8,20.14,12.51,4.66,-3.54,-6.18,-1.18,4.18,5.23,9.78,13.52,21.62,26.26,26.93,19.54,13.6,5.27,0.02,4.82,11.98,11.28,16.74,18.52,27.89,33.71,33.73,26.57,22.54,14.06,6.21,-5.31,-3.84,-0.09,3.16,9.65,13.97,15.87,18.14,12.29,2.22,-3.14,-6.28,0.38,0.88,0.83,0.94,0.92,2.54,3.88,3.61,1.47,1.96,0.92,0.67,4.18,10.79,8.85,12.63,9.4,22.97,37.49,32.11,23.21,21.49,11.5,6.19,7.66
1994,KANSAS,20,CENTRAL,50,BARTON,9,6.3,28.8,215.1,373.9,736.2,1129.3,1093.6,1158.9,821.7,531.2,133.9,38.5,6267.4,27,25,29,20,25,26,17,24,23,22,26,28,292,17.02,12.45,2.29,78.49,27.69,24.64,125.48,9.91,16.76,63.25,21.84,25.4,425.22,-7.93,-8.65,-0.43,3.79,11.56,18.45,17.67,18.34,12.56,7.46,0.68,-3.38,-1.64,-1.86,7.8,11.26,18.17,25.91,24.6,25.77,20.22,14.52,6.78,2.32,4.66,4.94,16.03,18.72,24.77,33.37,31.53,33.19,27.89,21.58,12.88,8.01,-7.33,-8.69,-2.37,2.49,10.72,15.66,16.06,15.31,10.55,6.21,0.21,-2.38,0.53,0.66,1.49,1.82,1.78,3.85,2.78,3.99,2.64,1.7,1.06,0.49,5.03,6.47,14.78,16.15,19.69,35.73,29.09,34.76,25.92,16.46,8.86,5.94,6.18
